Date,Open,High,Low,Close,Adj Close,Volume,Year,Month,Day,Trend_Up
2019-01-01,3327.21533203125,3327.21533203125,3327.21533203125,3327.21533203125,2692.88330078125,0,2019,January,Tuesday,turun
2019-01-02,3281.761474609375,3309.03369140625,3263.580078125,3281.761474609375,2656.094970703125,82441033,2019,January,Wednesday,turun
2019-01-03,3254.4892578125,3309.03369140625,3254.4892578125,3290.852294921875,2663.452880859375,102805905,2019,January,Thursday,naik
2019-01-04,3290.852294921875,3327.21533203125,3281.761474609375,3327.21533203125,2692.88330078125,125907734,2019,January,Friday,naik
2019-01-07,3363.578369140625,3372.6689453125,3327.21533203125,3327.21533203125,2692.88330078125,82106628,2019,January,Monday,turun
2019-01-08,3327.21533203125,3345.396728515625,3299.943115234375,3345.396728515625,2707.598388671875,89499635,2019,January,Tuesday,naik
2019-01-09,3372.6689453125,3399.941162109375,3354.487548828125,3381.759765625,2737.028564453125,131331598,2019,January,Wednesday,naik
2019-01-10,3399.941162109375,3409.031982421875,3372.6689453125,3409.031982421875,2759.101318359375,156122176,2019,January,Thursday,naik
2019-01-11,3418.122802734375,3427.213623046875,3363.578369140625,3390.8505859375,2744.38623046875,118649479,2019,January,Friday,turun
2019-01-14,3390.8505859375,3445.39501953125,3390.8505859375,3445.39501953125,2788.53173828125,126576436,2019,January,Monday,naik
2019-01-15,3427.213623046875,3445.39501953125,3399.941162109375,3436.30419921875,2781.17431640625,154948896,2019,January,Tuesday,turun
2019-01-16,3445.39501953125,3454.48583984375,3418.122802734375,3436.30419921875,2781.17431640625,114151831,2019,January,Wednesday,turun
2019-01-17,3445.39501953125,3490.848876953125,3436.30419921875,3463.576416015625,2803.246826171875,131847617,2019,January,Thursday,naik
2019-01-18,3499.939453125,3499.939453125,3445.39501953125,3472.667236328125,2810.604736328125,105708085,2019,January,Friday,naik
2019-01-21,3454.48583984375,3481.758056640625,3454.48583984375,3454.48583984375,2795.8896484375,89020137,2019,January,Monday,turun
2019-01-22,3427.213623046875,3445.39501953125,3399.941162109375,3427.213623046875,2773.817138671875,131658634,2019,January,Tuesday,turun
2019-01-23,3418.122802734375,3463.576416015625,3390.8505859375,3427.213623046875,2773.817138671875,179807675,2019,January,Wednesday,turun
2019-01-24,3409.031982421875,3463.576416015625,3409.031982421875,3445.39501953125,2788.53173828125,193786497,2019,January,Thursday,naik
2019-01-25,3472.667236328125,3472.667236328125,3436.30419921875,3436.30419921875,2781.17431640625,139857845,2019,January,Friday,turun
2019-01-28,3409.031982421875,3445.39501953125,3409.031982421875,3436.30419921875,2781.17431640625,102940988,2019,January,Monday,turun
2019-01-29,3436.30419921875,3472.667236328125,3318.12451171875,3354.487548828125,2714.955810546875,206378414,2019,January,Tuesday,turun
2019-01-30,3363.578369140625,3418.122802734375,3363.578369140625,3409.031982421875,2759.101318359375,159225000,2019,January,Wednesday,naik
2019-01-31,3454.48583984375,3518.12109375,3454.48583984375,3499.939453125,2832.67724609375,277698146,2019,January,Thursday,naik
2019-02-01,3527.2119140625,3572.66552734375,3518.12109375,3563.57470703125,2884.180419921875,154119152,2019,February,Friday,naik
2019-02-04,3590.84716796875,3590.84716796875,3536.302490234375,3545.393310546875,2869.465576171875,83552603,2019,February,Monday,turun
2019-02-05,3545.393310546875,3545.393310546875,3545.393310546875,3545.393310546875,2869.465576171875,0,2019,February,Tuesday,turun
2019-02-06,3563.57470703125,3581.75634765625,3554.484130859375,3563.57470703125,2884.180419921875,85882773,2019,February,Wednesday,naik
2019-02-07,3572.66552734375,3572.66552734375,3536.302490234375,3572.66552734375,2891.5380859375,91233705,2019,February,Thursday,naik
2019-02-08,3509.0302734375,3554.484130859375,3499.939453125,3536.302490234375,2862.108154296875,86321790,2019,February,Friday,turun
2019-02-11,3536.302490234375,3563.57470703125,3509.0302734375,3518.12109375,2847.39306640625,61147416,2019,February,Monday,turun
2019-02-12,3545.393310546875,3545.393310546875,3472.667236328125,3499.939453125,2832.67724609375,104459344,2019,February,Tuesday,turun
2019-02-13,3536.302490234375,3536.302490234375,3436.30419921875,3445.39501953125,2788.53173828125,119001265,2019,February,Wednesday,turun
2019-02-14,3472.667236328125,3499.939453125,3409.031982421875,3454.48583984375,2795.8896484375,131498911,2019,February,Thursday,naik
2019-02-15,3490.848876953125,3490.848876953125,3409.031982421875,3427.213623046875,2773.817138671875,96513687,2019,February,Friday,turun
2019-02-18,3445.39501953125,3509.0302734375,3445.39501953125,3490.848876953125,2825.320068359375,103030419,2019,February,Monday,naik
2019-02-19,3545.393310546875,3636.30078125,3527.2119140625,3554.484130859375,2876.8232421875,153943258,2019,February,Tuesday,naik
2019-02-20,3554.484130859375,3581.75634765625,3509.0302734375,3536.302490234375,2862.108154296875,136475507,2019,February,Wednesday,turun
2019-02-21,3481.758056640625,3581.75634765625,3481.758056640625,3554.484130859375,2876.8232421875,125997166,2019,February,Thursday,naik
2019-02-22,3509.0302734375,3554.484130859375,3509.0302734375,3545.393310546875,2869.465576171875,89872212,2019,February,Friday,turun
2019-02-25,3581.75634765625,3609.028564453125,3545.393310546875,3599.937744140625,2913.611083984375,117405577,2019,February,Monday,naik
2019-02-26,3599.937744140625,3609.028564453125,3554.484130859375,3581.75634765625,2898.895751953125,67561846,2019,February,Tuesday,turun
2019-02-27,3554.484130859375,3563.57470703125,3499.939453125,3518.12109375,2847.39306640625,96869983,2019,February,Wednesday,turun
2019-02-28,3499.939453125,3518.12109375,3490.848876953125,3499.939453125,2832.67724609375,117143553,2019,February,Thursday,turun
2019-03-01,3518.12109375,3536.302490234375,3509.0302734375,3518.12109375,2847.39306640625,78576447,2019,March,Friday,naik
2019-03-04,3545.393310546875,3563.57470703125,3527.2119140625,3527.2119140625,2854.750732421875,62730673,2019,March,Monday,naik
2019-03-05,3545.393310546875,3545.393310546875,3509.0302734375,3509.0302734375,2840.03515625,77678611,2019,March,Tuesday,turun
2019-03-06,3536.302490234375,3563.57470703125,3509.0302734375,3545.393310546875,2869.465576171875,62160643,2019,March,Wednesday,naik
2019-03-07,3545.393310546875,3545.393310546875,3545.393310546875,3545.393310546875,2869.465576171875,0,2019,March,Thursday,turun
2019-03-08,3472.667236328125,3527.2119140625,3463.576416015625,3499.939453125,2832.67724609375,142765635,2019,March,Friday,turun
2019-03-11,3545.393310546875,3545.393310546875,3481.758056640625,3509.0302734375,2840.03515625,51418628,2019,March,Monday,naik
2019-03-12,3527.2119140625,3536.302490234375,3463.576416015625,3490.848876953125,2825.320068359375,69851316,2019,March,Tuesday,turun
2019-03-13,3454.48583984375,3463.576416015625,3436.30419921875,3445.39501953125,2788.53173828125,51432598,2019,March,Wednesday,turun
2019-03-14,3436.30419921875,3499.939453125,3436.30419921875,3490.848876953125,2825.320068359375,99175072,2019,March,Thursday,naik
2019-03-15,3545.393310546875,3590.84716796875,3536.302490234375,3590.84716796875,2906.25341796875,106867285,2019,March,Friday,naik
2019-03-18,3627.2099609375,3663.572998046875,3618.119384765625,3636.30078125,2943.041748046875,102196275,2019,March,Monday,naik
2019-03-19,3672.663818359375,3681.754638671875,3609.028564453125,3618.119384765625,2928.32666015625,63741150,2019,March,Tuesday,turun
2019-03-20,3599.937744140625,3645.3916015625,3599.937744140625,3627.2099609375,2935.683837890625,94567643,2019,March,Wednesday,naik
2019-03-21,3645.3916015625,3672.663818359375,3609.028564453125,3627.2099609375,2935.683837890625,121229463,2019,March,Thursday,turun
2019-03-22,3663.572998046875,3699.93603515625,3636.30078125,3681.754638671875,2979.82958984375,104102388,2019,March,Friday,naik
2019-03-25,3663.572998046875,3672.663818359375,3627.2099609375,3645.3916015625,2950.399169921875,90384491,2019,March,Monday,turun
2019-03-26,3681.754638671875,3709.02685546875,3645.3916015625,3690.845458984375,2987.187255859375,75475383,2019,March,Tuesday,naik
2019-03-27,3709.02685546875,3709.02685546875,3672.663818359375,3681.754638671875,2979.82958984375,56170270,2019,March,Wednesday,turun
2019-03-28,3699.93603515625,3709.02685546875,3663.572998046875,3699.93603515625,2994.544921875,67263631,2019,March,Thursday,naik
2019-03-29,3681.754638671875,3763.5712890625,3681.754638671875,3736.299072265625,3023.97509765625,71215890,2019,March,Friday,naik
2019-04-01,3763.5712890625,3781.7529296875,3754.480712890625,3772.662109375,3053.405517578125,73530330,2019,April,Monday,naik
2019-04-02,3790.843505859375,3790.843505859375,3754.480712890625,3772.662109375,3053.405517578125,48845023,2019,April,Tuesday,turun
2019-04-03,3772.662109375,3772.662109375,3772.662109375,3772.662109375,3053.405517578125,0,2019,April,Wednesday,turun
2019-04-04,3799.934326171875,3890.841796875,3763.5712890625,3836.29736328125,3104.90869140625,69303837,2019,April,Thursday,naik
2019-04-05,3872.660400390625,3899.9326171875,3863.569580078125,3881.751220703125,3141.696533203125,54041183,2019,April,Friday,naik
2019-04-08,3899.9326171875,3899.9326171875,3827.20654296875,3863.569580078125,3126.981689453125,82999953,2019,April,Monday,turun
2019-04-09,3890.841796875,3954.47705078125,3872.660400390625,3909.0234375,3163.769775390625,80659003,2019,April,Tuesday,naik
2019-04-10,3909.0234375,3927.204833984375,3872.660400390625,3918.1142578125,3171.12744140625,116840608,2019,April,Wednesday,naik
2019-04-11,3909.0234375,3927.204833984375,3890.841796875,3909.0234375,3163.769775390625,188618827,2019,April,Thursday,turun
2019-04-12,3909.0234375,3927.204833984375,3890.841796875,3918.1142578125,3171.12744140625,84244625,2019,April,Friday,naik
2019-04-15,3954.47705078125,3963.56787109375,3918.1142578125,3954.47705078125,3200.5576171875,70577659,2019,April,Monday,naik
2019-04-16,3936.295654296875,3963.56787109375,3927.204833984375,3945.386474609375,3193.200439453125,99923195,2019,April,Tuesday,turun
2019-04-17,3945.386474609375,3945.386474609375,3945.386474609375,3945.386474609375,3193.200439453125,0,2019,April,Wednesday,turun
