Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,3327.21533203125,3372.6689453125,3254.4892578125,3327.21533203125,2692.88330078125,393261300
2019-01-07,3327.21533203125,3445.39501953125,3299.943115234375,3445.39501953125,2788.531982421875,622179324
2019-01-14,3427.213623046875,3499.939453125,3399.941162109375,3454.48583984375,2795.8896484375,595676566
2019-01-21,3427.213623046875,3472.667236328125,3390.8505859375,3436.30419921875,2781.17431640625,748051639
2019-01-28,3436.30419921875,3590.84716796875,3318.12451171875,3545.393310546875,2869.465576171875,880973315
2019-02-04,3545.393310546875,3581.75634765625,3499.939453125,3518.12109375,2847.39306640625,324585684
2019-02-11,3545.393310546875,3545.393310546875,3409.031982421875,3490.848876953125,2825.31982421875,554503626
2019-02-18,3545.393310546875,3636.30078125,3481.758056640625,3599.937744140625,2913.61083984375,623693720
2019-02-25,3599.937744140625,3609.028564453125,3490.848876953125,3527.2119140625,2854.75048828125,422882502
2019-03-04,3545.393310546875,3563.57470703125,3463.576416015625,3509.0302734375,2840.034912109375,334023517
2019-03-11,3527.2119140625,3663.572998046875,3436.30419921875,3636.30078125,2943.04150390625,429522546
2019-03-18,3672.663818359375,3699.93603515625,3599.937744140625,3645.3916015625,2950.39892578125,474025135
2019-03-25,3681.754638671875,3781.7529296875,3645.3916015625,3772.662109375,3053.4052734375,343655504
2019-04-01,3790.843505859375,3899.9326171875,3754.480712890625,3863.569580078125,3126.981689453125,255189996
2019-04-08,3890.841796875,3963.56787109375,3872.660400390625,3954.47705078125,3200.5576171875,540940722
2019-04-15,3936.295654296875,4299.92578125,3927.204833984375,4036.2939453125,3266.7763671875,412326940
2019-04-22,4009.021728515625,4045.384765625,3827.20654296875,3945.386474609375,3193.20068359375,684107093
2019-04-29,3990.840087890625,4018.1123046875,3809.025146484375,3845.38818359375,3112.2666015625,557930296
2019-05-06,3827.20654296875,3890.841796875,3718.11767578125,3727.208251953125,3016.617431640625,647297047
2019-05-13,3636.30078125,3718.11767578125,3327.21533203125,3409.031982421875,2759.101318359375,821774251
2019-05-20,3454.48583984375,3609.028564453125,3372.6689453125,3563.57470703125,2884.180419921875,889222357
2019-05-27,3572.66552734375,3745.389892578125,3463.576416015625,3727.208251953125,3123.862548828125,855197889
2019-06-03,3727.208251953125,3881.751220703125,3727.208251953125,3845.38818359375,3222.912109375,216423568
2019-06-10,3863.569580078125,3863.569580078125,3772.662109375,3818.115966796875,3200.0546875,498851024
2019-06-17,3799.934326171875,3963.56787109375,3799.934326171875,3918.1142578125,3283.86572265625,754656152
2019-06-24,3954.47705078125,4018.1123046875,3899.9326171875,4018.1123046875,3367.676513671875,496634817
2019-07-01,4018.1123046875,4018.1123046875,3963.56787109375,3999.930908203125,3352.438232421875,382261441
2019-07-08,3972.65869140625,4145.3828125,3972.65869140625,4118.11083984375,3451.487548828125,407714009
2019-07-15,4090.83837890625,4136.2919921875,4036.2939453125,4090.83837890625,3428.629638671875,366403676
2019-07-22,4090.83837890625,4109.02001953125,3999.930908203125,4054.475341796875,3398.1533203125,358642383
2019-07-29,4090.83837890625,4099.92919921875,3881.751220703125,3881.751220703125,3253.388916015625,647247546
2019-08-05,3727.208251953125,3981.74951171875,3654.482421875,3909.0234375,3276.24658203125,683637826
2019-08-12,3936.295654296875,3954.47705078125,3754.480712890625,3799.934326171875,3184.81640625,486885898
2019-08-19,3799.934326171875,3818.115966796875,3636.30078125,3699.93603515625,3101.005126953125,477529135
2019-08-26,3754.480712890625,3890.841796875,3709.02685546875,3836.29736328125,3215.29296875,576032756
2019-09-02,3799.934326171875,3899.9326171875,3727.208251953125,3790.843505859375,3177.197265625,453996100
2019-09-09,3799.934326171875,3954.47705078125,3727.208251953125,3809.025146484375,3192.435302734375,505355325
2019-09-16,3781.7529296875,3872.660400390625,3754.480712890625,3799.934326171875,3184.81640625,635860481
2019-09-23,3781.7529296875,3827.20654296875,3654.482421875,3745.389892578125,3139.101318359375,431608072
2019-09-30,3745.389892578125,3754.480712890625,3463.576416015625,3545.393310546875,2971.479248046875,708498145
2019-10-07,3599.937744140625,3627.2099609375,3527.2119140625,3563.57470703125,2986.717529296875,613232649
2019-10-14,3609.028564453125,3809.025146484375,3536.302490234375,3745.389892578125,3139.101318359375,549330346
2019-10-21,3709.02685546875,3927.204833984375,3699.93603515625,3845.38818359375,3222.912109375,569183599
2019-10-28,3854.478759765625,3872.660400390625,3772.662109375,3781.7529296875,3169.578125,350989551
2019-11-04,3809.025146484375,3936.295654296875,3590.84716796875,3636.30078125,3047.671142578125,886688573
2019-11-11,3636.30078125,3763.5712890625,3545.393310546875,3745.389892578125,3139.101318359375,652404106
2019-11-18,3772.662109375,3872.660400390625,3709.02685546875,3754.480712890625,3146.72021484375,595628936
2019-11-25,3772.662109375,3827.20654296875,3645.3916015625,3827.20654296875,3207.673828125,516650761
2019-12-02,3827.20654296875,3863.569580078125,3745.389892578125,3799.934326171875,3184.81640625,310386417
2019-12-09,3763.5712890625,3954.47705078125,3754.480712890625,3936.295654296875,3299.103759765625,676618385
2019-12-16,3963.56787109375,4063.566162109375,3909.0234375,4045.384765625,3390.5341796875,740203663
2019-12-23,4045.384765625,4045.384765625,3963.56787109375,3999.930908203125,3352.438232421875,190457398
2019-12-30,3999.930908203125,4036.2939453125,3927.204833984375,3972.65869140625,3329.580810546875,185724457
2020-01-06,4009.021728515625,4099.92919921875,3945.386474609375,4099.92919921875,3436.2490234375,642336183
2020-01-13,4127.20166015625,4263.5625,4099.92919921875,4236.29052734375,3550.53662109375,657789358
